slug,normalized_title,dance_title,song_title,artist,choreographer,youtube_rank,youtube_video_id,youtube_title,youtube_channel,youtube_thumbnail,youtube_url,youtube_query
teddy-s-gone,teddy-s-gone,Teddy's Gone,Gone Gone Gone,,Colin Ghys,3,czNgP-DEnBE,Teddy&#39;s Gone - Line Dance (Dance &amp; Teach in English &amp; 中文),LineDanceDallas5,https://i.ytimg.com/vi/czNgP-DEnBE/hqdefault.jpg,https://www.youtube.com/watch?v=czNgP-DEnBE,Teddy's Gone Gone Gone Gone Colin Ghys line dance demo tutorial
teddy-s-gone,teddy-s-gone,Teddy's Gone,Gone Gone Gone,,Colin Ghys,4,3sdBgGIRbfE,Teddy&#39;s Gone Line Dance (Improver) - Tutorial,May Cho Linedance,https://i.ytimg.com/vi/3sdBgGIRbfE/hqdefault.jpg,https://www.youtube.com/watch?v=3sdBgGIRbfE,Teddy's Gone Gone Gone Gone Colin Ghys line dance demo tutorial
teddy-s-gone,teddy-s-gone,Teddy's Gone,Gone Gone Gone,,Colin Ghys,5,0FxHafQFh_k,Teddy&#39;s Gone Line Dance (Improver) - Demo,May Cho Linedance,https://i.ytimg.com/vi/0FxHafQFh_k/hqdefault.jpg,https://www.youtube.com/watch?v=0FxHafQFh_k,Teddy's Gone Gone Gone Gone Colin Ghys line dance demo tutorial
fierce,fierce,Fierce,Fierce the Sundance Kid,,Rob Fowler,1,bl5zo82ww88,Fierce Line Dance (Easy Intermediate: Rob Fowler) - Demo,May Cho Linedance,https://i.ytimg.com/vi/bl5zo82ww88/hqdefault.jpg,https://www.youtube.com/watch?v=bl5zo82ww88,Fierce Fierce the Sundance Kid Rob Fowler line dance demo tutorial
fierce,fierce,Fierce,Fierce the Sundance Kid,,Rob Fowler,2,99kySdPJZAQ,Fierce Line Dance (Easy Intermediate: Rob Fowler) - Tutorial,May Cho Linedance,https://i.ytimg.com/vi/99kySdPJZAQ/hqdefault.jpg,https://www.youtube.com/watch?v=99kySdPJZAQ,Fierce Fierce the Sundance Kid Rob Fowler line dance demo tutorial
fierce,fierce,Fierce,Fierce the Sundance Kid,,Rob Fowler,3,JyGha4mO-6w,FIERCE 🦁 LINE DANCE | Choreographed by Rob Fowler | Demo by Colin Ghys &amp; Students ,Colin Ghys,https://i.ytimg.com/vi/JyGha4mO-6w/hqdefault.jpg,https://www.youtube.com/watch?v=JyGha4mO-6w,Fierce Fierce the Sundance Kid Rob Fowler line dance demo tutorial
fierce,fierce,Fierce,Fierce the Sundance Kid,,Rob Fowler,4,y0zW8Tc11nI,Fierce Line Dance (Easy Intermediate: Rob Fowler) - Demo,Queens friends(line dance),https://i.ytimg.com/vi/y0zW8Tc11nI/hqdefault.jpg,https://www.youtube.com/watch?v=y0zW8Tc11nI,Fierce Fierce the Sundance Kid Rob Fowler line dance demo tutorial
fierce,fierce,Fierce,Fierce the Sundance Kid,,Rob Fowler,5,bPPFTiy3sPk,Fierce Line Dance (Easy Intermediate: Rob Fowler) - Demo,May Cho Linedance,https://i.ytimg.com/vi/bPPFTiy3sPk/hqdefault.jpg,https://www.youtube.com/watch?v=bPPFTiy3sPk,Fierce Fierce the Sundance Kid Rob Fowler line dance demo tutorial
role-model,role-model,Role Model,Be Her,,Maddison Glover,1,RJ512qcCGAo,Role model line dance tutorial High Improver choreography by Maddison Glover,Michelle Wright Line dance,https://i.ytimg.com/vi/RJ512qcCGAo/hqdefault.jpg,https://www.youtube.com/watch?v=RJ512qcCGAo,Role Model Be Her Maddison Glover line dance demo tutorial
role-model,role-model,Role Model,Be Her,,Maddison Glover,2,NU9ZbH89XRM,Role Model - Line Dance (Dance &amp; Teach in English &amp; 中文),LineDanceDallas5,https://i.ytimg.com/vi/NU9ZbH89XRM/hqdefault.jpg,https://www.youtube.com/watch?v=NU9ZbH89XRM,Role Model Be Her Maddison Glover line dance demo tutorial
role-model,role-model,Role Model,Be Her,,Maddison Glover,3,SpXtqDm9Ndg,Role Model Official Teach-  Line Dance ,Maddison Glover,https://i.ytimg.com/vi/SpXtqDm9Ndg/hqdefault.jpg,https://www.youtube.com/watch?v=SpXtqDm9Ndg,Role Model Be Her Maddison Glover line dance demo tutorial
role-model,role-model,Role Model,Be Her,,Maddison Glover,4,5RGjKBPQ1Ys,Role Model Line Dance Demo &amp; Tutorial,Lovin’ the Line-Line Dance,https://i.ytimg.com/vi/5RGjKBPQ1Ys/hqdefault.jpg,https://www.youtube.com/watch?v=5RGjKBPQ1Ys,Role Model Be Her Maddison Glover line dance demo tutorial
role-model,role-model,Role Model,Be Her,,Maddison Glover,5,y46MQFQYaO8,ROLE MODEL Line Dance (WALK-THROUGH) | High Improver | Maddison Glover,Kelly G Line Dance,https://i.ytimg.com/vi/y46MQFQYaO8/hqdefault.jpg,https://www.youtube.com/watch?v=y46MQFQYaO8,Role Model Be Her Maddison Glover line dance demo tutorial
fever-dream,fever-dream,Fever Dream,FEVER DREAM,,Karl-Harry Winson,1,Jc5G1LUPa4o,Fever Dream - Line Dance (Dance &amp; Teach in English &amp; 中文),LineDanceDallas3,https://i.ytimg.com/vi/Jc5G1LUPa4o/hqdefault.jpg,https://www.youtube.com/watch?v=Jc5G1LUPa4o,Fever Dream FEVER DREAM Karl-Harry Winson line dance demo tutorial
fever-dream,fever-dream,Fever Dream,FEVER DREAM,,Karl-Harry Winson,2,LRwcNM7ONZY,Fever Dream line dance tutorial,Dancezing,https://i.ytimg.com/vi/LRwcNM7ONZY/hqdefault.jpg,https://www.youtube.com/watch?v=LRwcNM7ONZY,Fever Dream FEVER DREAM Karl-Harry Winson line dance demo tutorial
fever-dream,fever-dream,Fever Dream,FEVER DREAM,,Karl-Harry Winson,3,sjVDH1vZqAE,Fever Dream - Line dance by Karl Harry Winson (UK),Karl Harry Winson,https://i.ytimg.com/vi/sjVDH1vZqAE/hqdefault.jpg,https://www.youtube.com/watch?v=sjVDH1vZqAE,Fever Dream FEVER DREAM Karl-Harry Winson line dance demo tutorial
fever-dream,fever-dream,Fever Dream,FEVER DREAM,,Karl-Harry Winson,4,8LzMWNW_KgQ,Fever Dream line dance demo,Dancezing,https://i.ytimg.com/vi/8LzMWNW_KgQ/hqdefault.jpg,https://www.youtube.com/watch?v=8LzMWNW_KgQ,Fever Dream FEVER DREAM Karl-Harry Winson line dance demo tutorial
fever-dream,fever-dream,Fever Dream,FEVER DREAM,,Karl-Harry Winson,5,dMb357FNF38,Fever Dream - Line Dance (Dance &amp; Teach),Vivian Tu Line Dance 1,https://i.ytimg.com/vi/dMb357FNF38/hqdefault.jpg,https://www.youtube.com/watch?v=dMb357FNF38,Fever Dream FEVER DREAM Karl-Harry Winson line dance demo tutorial
bloody-mary,bloody-mary,Bloody Mary,Vodka And Bloody Mary Mix,,Gary Lafferty,1,W_tzqwtTApg,Bloody Mary line dance tutorial,Dancezing,https://i.ytimg.com/vi/W_tzqwtTApg/hqdefault.jpg,https://www.youtube.com/watch?v=W_tzqwtTApg,Bloody Mary Vodka And Bloody Mary Mix Gary Lafferty line dance demo tutorial
bloody-mary,bloody-mary,Bloody Mary,Vodka And Bloody Mary Mix,,Gary Lafferty,2,KvBgjyeqItQ,Bloody Mary line dance demo,Dancezing,https://i.ytimg.com/vi/KvBgjyeqItQ/hqdefault.jpg,https://www.youtube.com/watch?v=KvBgjyeqItQ,Bloody Mary Vodka And Bloody Mary Mix Gary Lafferty line dance demo tutorial
bloody-mary,bloody-mary,Bloody Mary,Vodka And Bloody Mary Mix,,Gary Lafferty,3,G6ZAny2f05k,Bloody Mary Line Dance (Dance &amp; Teach / Démo &amp; Explications / French &amp; English),Stéphane Beauchamp,https://i.ytimg.com/vi/G6ZAny2f05k/hqdefault.jpg,https://www.youtube.com/watch?v=G6ZAny2f05k,Bloody Mary Vodka And Bloody Mary Mix Gary Lafferty line dance demo tutorial
bloody-mary,bloody-mary,Bloody Mary,Vodka And Bloody Mary Mix,,Gary Lafferty,4,UgixJe71T6I,Bloody Mary Line Dance (Demo / Démo),Stéphane Beauchamp,https://i.ytimg.com/vi/UgixJe71T6I/hqdefault.jpg,https://www.youtube.com/watch?v=UgixJe71T6I,Bloody Mary Vodka And Bloody Mary Mix Gary Lafferty line dance demo tutorial
bloody-mary,bloody-mary,Bloody Mary,Vodka And Bloody Mary Mix,,Gary Lafferty,5,hjaXVaCDqOE,Bloody Mary Linedance (Absolute Beginner: Gary Lafferty) - Tutorial,May Cho Linedance,https://i.ytimg.com/vi/hjaXVaCDqOE/hqdefault.jpg,https://www.youtube.com/watch?v=hjaXVaCDqOE,Bloody Mary Vodka And Bloody Mary Mix Gary Lafferty line dance demo tutorial
shimmer,shimmer,Shimmer,Shimmer,,Michelle Wright,1,aKz8I_reYDo,Shimmer - Line Dance (Dance &amp; Teach in English &amp; 中文),LineDanceDallas5,https://i.ytimg.com/vi/aKz8I_reYDo/hqdefault.jpg,https://www.youtube.com/watch?v=aKz8I_reYDo,Shimmer Shimmer Michelle Wright line dance demo tutorial
shimmer,shimmer,Shimmer,Shimmer,,Michelle Wright,2,83OFIIX3Tqg,Shimmer line dance demo Absolute beginner choreography by Michelle Wright,Michelle Wright Line dance,https://i.ytimg.com/vi/83OFIIX3Tqg/hqdefault.jpg,https://www.youtube.com/watch?v=83OFIIX3Tqg,Shimmer Shimmer Michelle Wright line dance demo tutorial
shimmer,shimmer,Shimmer,Shimmer,,Michelle Wright,3,qLPc5hWPuKQ,Shimmer line dance tutorial Absolute beginner choreography by Michelle Wright,Michelle Wright Line dance,https://i.ytimg.com/vi/qLPc5hWPuKQ/hqdefault.jpg,https://www.youtube.com/watch?v=qLPc5hWPuKQ,Shimmer Shimmer Michelle Wright line dance demo tutorial
shimmer,shimmer,Shimmer,Shimmer,,Michelle Wright,4,HMlYHrk0Lfw,Shimmer Linedance (Absolute Beginner: Michelle Wright) - Demo,May Cho Linedance,https://i.ytimg.com/vi/HMlYHrk0Lfw/hqdefault.jpg,https://www.youtube.com/watch?v=HMlYHrk0Lfw,Shimmer Shimmer Michelle Wright line dance demo tutorial
shimmer,shimmer,Shimmer,Shimmer,,Michelle Wright,5,nB48YfZQxyU,Shimmer rear facing demo Absolute beginner choreography by Michelle Wright,Michelle Wright Line dance,https://i.ytimg.com/vi/nB48YfZQxyU/hqdefault.jpg,https://www.youtube.com/watch?v=nB48YfZQxyU,Shimmer Shimmer Michelle Wright line dance demo tutorial
love-potion-666,love-potion-666,Love Potion 666,Love Potion 666,,Rob Fowler,1,EcOZXjUxsik,Love Potion 666 - Line Dance (Dance &amp; Teach in English &amp; 中文),LineDanceDallas5,https://i.ytimg.com/vi/EcOZXjUxsik/hqdefault.jpg,https://www.youtube.com/watch?v=EcOZXjUxsik,Love Potion 666 Love Potion 666 Rob Fowler line dance demo tutorial
love-potion-666,love-potion-666,Love Potion 666,Love Potion 666,,Rob Fowler,2,_jn-VcRj8aE,Love Potion 666 line dance tutorial,Dancezing,https://i.ytimg.com/vi/_jn-VcRj8aE/hqdefault.jpg,https://www.youtube.com/watch?v=_jn-VcRj8aE,Love Potion 666 Love Potion 666 Rob Fowler line dance demo tutorial
love-potion-666,love-potion-666,Love Potion 666,Love Potion 666,,Rob Fowler,3,-v5SqJY6sQI,BEGINNER LINE DANCE LESSON 194 - Love Potion 666 - Part 2 - Music with verbal instruction,Learn to line dance with Richard,https://i.ytimg.com/vi/-v5SqJY6sQI/hqdefault.jpg,https://www.youtube.com/watch?v=-v5SqJY6sQI,Love Potion 666 Love Potion 666 Rob Fowler line dance demo tutorial
love-potion-666,love-potion-666,Love Potion 666,Love Potion 666,,Rob Fowler,4,Oeguv5Z_xMo,Love Potion 666 Line Dance - (Beginner : Rob Fowler) - Demo,May Cho Linedance,https://i.ytimg.com/vi/Oeguv5Z_xMo/hqdefault.jpg,https://www.youtube.com/watch?v=Oeguv5Z_xMo,Love Potion 666 Love Potion 666 Rob Fowler line dance demo tutorial
love-potion-666,love-potion-666,Love Potion 666,Love Potion 666,,Rob Fowler,5,_BoAC-VS0cU,Love Potion 666 - Line Dance - Tutorial &amp; Demo,Michelle Hatton,https://i.ytimg.com/vi/_BoAC-VS0cU/hqdefault.jpg,https://www.youtube.com/watch?v=_BoAC-VS0cU,Love Potion 666 Love Potion 666 Rob Fowler line dance demo tutorial
loca-loca,loca-loca,Loca Loca,Loca Loca,,Raymond Sarlemijn,1,J91k8_Tv92g,"Loca Loca, line dance, Raymond Sarlemijn &amp; Roy Verdonk.",Raymond Sarlemijn,https://i.ytimg.com/vi/J91k8_Tv92g/hqdefault.jpg,https://www.youtube.com/watch?v=J91k8_Tv92g,Loca Loca Loca Loca Raymond Sarlemijn line dance demo tutorial
loca-loca,loca-loca,Loca Loca,Loca Loca,,Raymond Sarlemijn,2,h0C8rj6lIXs,Loca Loca  - Line Dance | Demo | Improver | Raymond...,[Line Bank] Hyunjung Kang LineDance,https://i.ytimg.com/vi/h0C8rj6lIXs/hqdefault.jpg,https://www.youtube.com/watch?v=h0C8rj6lIXs,Loca Loca Loca Loca Raymond Sarlemijn line dance demo tutorial
loca-loca,loca-loca,Loca Loca,Loca Loca,,Raymond Sarlemijn,3,IWaUskcHTSU,Loca Loca - Line Dance (Dance &amp; Teach in English &amp; 中文),LineDanceDallas5,https://i.ytimg.com/vi/IWaUskcHTSU/hqdefault.jpg,https://www.youtube.com/watch?v=IWaUskcHTSU,Loca Loca Loca Loca Raymond Sarlemijn line dance demo tutorial
loca-loca,loca-loca,Loca Loca,Loca Loca,,Raymond Sarlemijn,4,J6zGokGiZoY,Loca Loca Line Dance (Improver) - Tutorial,May Cho Linedance,https://i.ytimg.com/vi/J6zGokGiZoY/hqdefault.jpg,https://www.youtube.com/watch?v=J6zGokGiZoY,Loca Loca Loca Loca Raymond Sarlemijn line dance demo tutorial
loca-loca,loca-loca,Loca Loca,Loca Loca,,Raymond Sarlemijn,5,TSW-UbAXSjk,Loca Loca - Line Dance (Dance &amp; Teach),Vivian Tu Line Dance 1,https://i.ytimg.com/vi/TSW-UbAXSjk/hqdefault.jpg,https://www.youtube.com/watch?v=TSW-UbAXSjk,Loca Loca Loca Loca Raymond Sarlemijn line dance demo tutorial
movimiento,movimiento,Movimiento,Movimiento,,Karl-Harry Winson,1,8_LcWuHECuo,Movimiento Line Dance by Karl-Harry Winson &amp; Chrystelle Cau 2026,Misuk La,https://i.ytimg.com/vi/8_LcWuHECuo/hqdefault.jpg,https://www.youtube.com/watch?v=8_LcWuHECuo,Movimiento Movimiento Karl-Harry Winson line dance demo tutorial
movimiento,movimiento,Movimiento,Movimiento,,Karl-Harry Winson,2,4a9CPJAOL_Q,"Movimiento - Line Dance, Demo by MORNING TEA Line Dance",Sri Mei Lestari,https://i.ytimg.com/vi/4a9CPJAOL_Q/hqdefault.jpg,https://www.youtube.com/watch?v=4a9CPJAOL_Q,Movimiento Movimiento Karl-Harry Winson line dance demo tutorial
movimiento,movimiento,Movimiento,Movimiento,,Karl-Harry Winson,3,eK6QhvEDth8,The King And I ( Dance ).,MIGUEL ANGEL SASTRE,https://i.ytimg.com/vi/eK6QhvEDth8/hqdefault.jpg,https://www.youtube.com/watch?v=eK6QhvEDth8,Movimiento Movimiento Karl-Harry Winson line dance demo tutorial
movimiento,movimiento,Movimiento,Movimiento,,Karl-Harry Winson,4,hKGxYB_GNW4,When I Get It ( Dance ),MIGUEL ANGEL SASTRE,https://i.ytimg.com/vi/hKGxYB_GNW4/hqdefault.jpg,https://www.youtube.com/watch?v=hKGxYB_GNW4,Movimiento Movimiento Karl-Harry Winson line dance demo tutorial
movimiento,movimiento,Movimiento,Movimiento,,Karl-Harry Winson,5,b2Zac0xS6Ic,Tears I Cried ( Dance ).,MIGUEL ANGEL SASTRE,https://i.ytimg.com/vi/b2Zac0xS6Ic/hqdefault.jpg,https://www.youtube.com/watch?v=b2Zac0xS6Ic,Movimiento Movimiento Karl-Harry Winson line dance demo tutorial
wild-little-cowgirl,wild-little-cowgirl,Wild Little Cowgirl,Cowgirl,,Ben Murphy,1,eJ9ivyZDZ0k,Cowgirls On | Line Dance Walkthrough,Dance Rangers,https://i.ytimg.com/vi/eJ9ivyZDZ0k/hqdefault.jpg,https://www.youtube.com/watch?v=eJ9ivyZDZ0k,Wild Little Cowgirl Cowgirl Ben Murphy line dance demo tutorial
wild-little-cowgirl,wild-little-cowgirl,Wild Little Cowgirl,Cowgirl,,Ben Murphy,2,QLBRhsYTmag,Cowgirls On - Tutorial,Granite State Stomp,https://i.ytimg.com/vi/QLBRhsYTmag/hqdefault.jpg,https://www.youtube.com/watch?v=QLBRhsYTmag,Wild Little Cowgirl Cowgirl Ben Murphy line dance demo tutorial
wild-little-cowgirl,wild-little-cowgirl,Wild Little Cowgirl,Cowgirl,,Ben Murphy,3,Ne5zv5cyhiY,Cowgirls - Candy Sherwin,Candy Sherwin,https://i.ytimg.com/vi/Ne5zv5cyhiY/hqdefault.jpg,https://www.youtube.com/watch?v=Ne5zv5cyhiY,Wild Little Cowgirl Cowgirl Ben Murphy line dance demo tutorial
wild-little-cowgirl,wild-little-cowgirl,Wild Little Cowgirl,Cowgirl,,Ben Murphy,4,aBkAvpjUYts,Country Girl (TrailRide) Line Dance Instructional,Line Dancing With Terressa,https://i.ytimg.com/vi/aBkAvpjUYts/hqdefault.jpg,https://www.youtube.com/watch?v=aBkAvpjUYts,Wild Little Cowgirl Cowgirl Ben Murphy line dance demo tutorial
wild-little-cowgirl,wild-little-cowgirl,Wild Little Cowgirl,Cowgirl,,Ben Murphy,5,4UnsofMLcRw,Cowgirls On | Line Dance Demo,Dance Rangers,https://i.ytimg.com/vi/4UnsofMLcRw/hqdefault.jpg,https://www.youtube.com/watch?v=4UnsofMLcRw,Wild Little Cowgirl Cowgirl Ben Murphy line dance demo tutorial
fire-in-the-feet-fuego-en-los-pies,fire-in-the-feet-fuego-en-los-pies,Fire in the Feet (Fuego en Los Pies),Fuego En Los Pies (Fire In The Feet) (feat. Eulalie),,Daniel Trepat,1,ndxFtOTVq9E,Fire in the Feet (Fuego en Los Pies)Line Dance/ DEMO /Easy Intermediate,지연라인댄스 Zyeon Linedance,https://i.ytimg.com/vi/ndxFtOTVq9E/hqdefault.jpg,https://www.youtube.com/watch?v=ndxFtOTVq9E,Fire in the Feet (Fuego en Los Pies) Fuego En Los Pies (Fire In The Feet) (feat. Eulalie) Daniel Trepat line dance demo tutorial
fire-in-the-feet-fuego-en-los-pies,fire-in-the-feet-fuego-en-los-pies,Fire in the Feet (Fuego en Los Pies),Fuego En Los Pies (Fire In The Feet) (feat. Eulalie),,Daniel Trepat,2,_zRlicTDDMY,FIRE IN THE FEET (Fuego en Los Pies) Line Dance | Intermediate | Daniel Trepat &amp; Gregory Danvoie,Kelly G Line Dance,https://i.ytimg.com/vi/_zRlicTDDMY/hqdefault.jpg,https://www.youtube.com/watch?v=_zRlicTDDMY,Fire in the Feet (Fuego en Los Pies) Fuego En Los Pies (Fire In The Feet) (feat. Eulalie) Daniel Trepat line dance demo tutorial
fire-in-the-feet-fuego-en-los-pies,fire-in-the-feet-fuego-en-los-pies,Fire in the Feet (Fuego en Los Pies),Fuego En Los Pies (Fire In The Feet) (feat. Eulalie),,Daniel Trepat,3,K7Zw4gOYjzo,Fire ln The Feet(Fuego en Los Pies)/Line Dance/Daniel Trepat &amp; Gregory Danvoie/Demo (이성민 라인댄스),Line on Cloud Nine (Sungmin Lee Line Dance),https://i.ytimg.com/vi/K7Zw4gOYjzo/hqdefault.jpg,https://www.youtube.com/watch?v=K7Zw4gOYjzo,Fire in the Feet (Fuego en Los Pies) Fuego En Los Pies (Fire In The Feet) (feat. Eulalie) Daniel Trepat line dance demo tutorial
fire-in-the-feet-fuego-en-los-pies,fire-in-the-feet-fuego-en-los-pies,Fire in the Feet (Fuego en Los Pies),Fuego En Los Pies (Fire In The Feet) (feat. Eulalie),,Daniel Trepat,4,BONE7GSiTAY,#Fire in the Feet (Fuego en Los Pies) #Linedance #Tutorial #설명영상 #중급라인댄스 #파이어 인 더 핏 라인댄스 ,정은주 라인댄스 Eunju Jung Linedance,https://i.ytimg.com/vi/BONE7GSiTAY/hqdefault.jpg,https://www.youtube.com/watch?v=BONE7GSiTAY,Fire in the Feet (Fuego en Los Pies) Fuego En Los Pies (Fire In The Feet) (feat. Eulalie) Daniel Trepat line dance demo tutorial
fire-in-the-feet-fuego-en-los-pies,fire-in-the-feet-fuego-en-los-pies,Fire in the Feet (Fuego en Los Pies),Fuego En Los Pies (Fire In The Feet) (feat. Eulalie),,Daniel Trepat,5,o5fq8TNkIzA,Fire In The Feet WALKTHROUGH - Linedance by Daniel Trepat &amp; Gregory Danvoie @Festiline2026,AmandaJW,https://i.ytimg.com/vi/o5fq8TNkIzA/hqdefault.jpg,https://www.youtube.com/watch?v=o5fq8TNkIzA,Fire in the Feet (Fuego en Los Pies) Fuego En Los Pies (Fire In The Feet) (feat. Eulalie) Daniel Trepat line dance demo tutorial
stomp-2-3-4,stomp-2-3-4,"Stomp 2,3,4","Stomp 2,3,4",,Rob Fowler,1,ilZylHFXiZw,"Stomp 2,3,4 - Line Dance (Dance &amp; Teach in English &amp; 中文)",LineDanceDallas5,https://i.ytimg.com/vi/ilZylHFXiZw/hqdefault.jpg,https://www.youtube.com/watch?v=ilZylHFXiZw,"Stomp 2,3,4 Stomp 2,3,4 Rob Fowler line dance demo tutorial"
stomp-2-3-4,stomp-2-3-4,"Stomp 2,3,4","Stomp 2,3,4",,Rob Fowler,2,lau6c9Muc4Y,"FREESTYLE / REAR FACING DEMO IMPROVER LINE DANCE - Stomp 2,3,4",Learn to line dance with Richard,https://i.ytimg.com/vi/lau6c9Muc4Y/hqdefault.jpg,https://www.youtube.com/watch?v=lau6c9Muc4Y,"Stomp 2,3,4 Stomp 2,3,4 Rob Fowler line dance demo tutorial"
stomp-2-3-4,stomp-2-3-4,"Stomp 2,3,4","Stomp 2,3,4",,Rob Fowler,3,UFr7cXat32I,"Stomp 2,3,4 - Line Dance (Demo) | Improver | Rob Fowler ",[Line Bank] Hyunjung Kang LineDance,https://i.ytimg.com/vi/UFr7cXat32I/hqdefault.jpg,https://www.youtube.com/watch?v=UFr7cXat32I,"Stomp 2,3,4 Stomp 2,3,4 Rob Fowler line dance demo tutorial"
stomp-2-3-4,stomp-2-3-4,"Stomp 2,3,4","Stomp 2,3,4",,Rob Fowler,4,SXVmiAZnzDU,"IMPROVER LINE DANCE LESSON 135 - Stomp 2,3,4 - Part 2 - Music with verbal instruction",Learn to line dance with Richard,https://i.ytimg.com/vi/SXVmiAZnzDU/hqdefault.jpg,https://www.youtube.com/watch?v=SXVmiAZnzDU,"Stomp 2,3,4 Stomp 2,3,4 Rob Fowler line dance demo tutorial"
stomp-2-3-4,stomp-2-3-4,"Stomp 2,3,4","Stomp 2,3,4",,Rob Fowler,5,HncQz26Z4dY,"[DEMO] STOMP 2, 3, 4 de Rob FOWLER, enseignée par Lilly WEST",Lilly WEST (Country Dance Tour),https://i.ytimg.com/vi/HncQz26Z4dY/hqdefault.jpg,https://www.youtube.com/watch?v=HncQz26Z4dY,"Stomp 2,3,4 Stomp 2,3,4 Rob Fowler line dance demo tutorial"
